"GTA";"Data";"Finalidade";"Machos";"Femeas";"Codigo_Propriedade_Origem";"Propriedade_Origem";"Lat_or";"Long_or";"IBGE_origem";"Municipio_origem";"Codigo_Propriedade_Destino";"Propriedade_Destino";"Lat_de";"Long_de";"IBGE_destino";"Municipio_destino";"Especie"
14746;"5/3/2015";"ABATE";13;4;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14108;"14/8/2015";"ABATE";3;18;536681;"Propriedade Myles";-20.6248840866759;-54.6400125514934;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29189;"29/3/2015";"ABATE";9;10;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14540;"26/10/2015";"ABATE";10;7;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10042;"19/2/2015";"ABATE";8;9;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10927;"23/4/2015";"ABATE";10;8;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12846;"23/11/2015";"ABATE";12;5;536681;"Propriedade Myles";-20.6248840866759;-54.6400125514934;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20264;"1/8/2015";"ABATE";21;0;536681;"Propriedade Myles";-20.6248840866759;-54.6400125514934;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21000;"20/3/2015";"ABATE";10;7;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20385;"2/3/2015";"ABATE";17;0;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29487;"23/3/2015";"ABATE";6;12;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16390;"29/10/2015";"ABATE";1;19;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18162;"11/7/2015";"ABATE";4;16;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29682;"28/3/2015";"ABATE";9;11;505750;"Propriedade Merissa";-20.7521109695088;-55.5499203357677;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19147;"15/6/2015";"ABATE";2;15;528601;"Propriedade Marshall";-19.8180022015473;-55.2810112289602;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17849;"1/2/2015";"ABATE";16;2;509753;"Propriedade Marylynn";-20.3529291884881;-55.2115927250296;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10880;"19/4/2015";"ABATE";2;15;536681;"Propriedade Myles";-20.6248840866759;-54.6400125514934;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13861;"2/4/2015";"ABATE";10;7;536681;"Propriedade Myles";-20.6248840866759;-54.6400125514934;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24585;"26/2/2015";"ABATE";1;10;509753;"Propriedade Marylynn";-20.3529291884881;-55.2115927250296;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
25003;"26/12/2015";"ABATE";2;8;509753;"Propriedade Marylynn";-20.3529291884881;-55.2115927250296;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29926;"23/11/2015";"ABATE";9;5;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
25721;"9/2/2015";"ABATE";2;0;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13794;"22/6/2015";"ABATE";2;16;571147;"Propriedade Nathaniel";-19.9630930375867;-54.6608576611284;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12913;"1/8/2015";"ABATE";1;17;571147;"Propriedade Nathaniel";-19.9630930375867;-54.6608576611284;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20733;"24/1/2015";"ABATE";2;15;571147;"Propriedade Nathaniel";-19.9630930375867;-54.6608576611284;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16451;"23/5/2015";"ABATE";8;6;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26869;"26/11/2015";"ABATE";1;17;571147;"Propriedade Nathaniel";-19.9630930375867;-54.6608576611284;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29967;"26/12/2015";"ABATE";4;13;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11156;"22/1/2015";"ABATE";8;10;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22992;"4/6/2015";"ABATE";16;1;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16237;"11/9/2015";"ABATE";8;10;575384;"Propriedade Lenore";-20.950445119694;-55.5159790143097;5003488;"Dois Irmãos do Buriti";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15440;"20/3/2015";"ABATE";17;1;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20662;"23/6/2015";"ABATE";1;0;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19176;"10/5/2015";"ABATE";17;1;575384;"Propriedade Lenore";-20.950445119694;-55.5159790143097;5003488;"Dois Irmãos do Buriti";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11471;"19/1/2015";"ABATE";13;5;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28985;"23/10/2015";"ABATE";17;1;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24988;"3/7/2015";"ABATE";16;1;513217;"Propriedade Grady";-20.0107380483032;-55.0016953316176;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11486;"5/12/2015";"ABATE";20;0;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26360;"13/11/2015";"ABATE";4;8;570518;"Propriedade Gaston";-19.4815179929704;-54.1793698575377;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20494;"27/12/2015";"ABATE";11;7;570518;"Propriedade Gaston";-19.4815179929704;-54.1793698575377;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12534;"24/10/2015";"ABATE";16;6;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21055;"30/11/2015";"ABATE";15;0;580760;"Propriedade Billye";-20.1836248038861;-54.5448869775323;5007505;"Rochedo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18718;"9/1/2015";"ABATE";1;1;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22062;"30/4/2015";"ABATE";14;4;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19872;"12/2/2015";"ABATE";3;6;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23447;"20/7/2015";"ABATE";2;24;570518;"Propriedade Gaston";-19.4815179929704;-54.1793698575377;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23173;"25/10/2015";"ABATE";3;14;570518;"Propriedade Gaston";-19.4815179929704;-54.1793698575377;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26553;"30/7/2015";"ABATE";1;1;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13894;"28/12/2015";"ABATE";7;3;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15335;"17/9/2015";"ABATE";7;11;570518;"Propriedade Gaston";-19.4815179929704;-54.1793698575377;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17492;"26/4/2015";"ABATE";7;11;593352;"Propriedade Jayna";-20.631645507601;-55.6201183538996;5000708;"Anastácio";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19175;"6/6/2015";"ABATE";13;5;568366;"Propriedade Lorri";-21.2364618045218;-55.780972854646;5000708;"Anastácio";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29917;"11/4/2015";"ABATE";14;6;567680;"Propriedade Tayna";-20.1275754431494;-55.3669682228901;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13213;"28/9/2015";"ABATE";13;4;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27307;"22/3/2015";"ABATE";12;2;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11570;"13/11/2015";"ABATE";10;1;523823;"Propriedade Lacy";-19.7546931734338;-54.3872486842189;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18207;"22/6/2015";"ABATE";1;16;533764;"Propriedade Michel";-20.2759267306626;-55.2961504824766;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27005;"12/4/2015";"ABATE";9;9;557910;"Propriedade Marceline";-19.8762071386839;-53.9638518492157;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20046;"30/8/2015";"ABATE";7;11;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21936;"26/2/2015";"ABATE";20;0;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20429;"2/7/2015";"ABATE";6;14;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15756;"9/4/2015";"ABATE";12;6;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11510;"6/11/2015";"ABATE";9;8;525887;"Propriedade Carol";-21.2147615909374;-55.5111017312239;5005400;"Maracaju";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16482;"12/3/2015";"ABATE";3;15;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20544;"9/7/2015";"ABATE";11;8;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21584;"31/5/2015";"ABATE";2;10;523823;"Propriedade Lacy";-19.7546931734338;-54.3872486842189;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12360;"22/8/2015";"ABATE";10;0;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28230;"26/3/2015";"ABATE";1;17;593352;"Propriedade Jayna";-20.631645507601;-55.6201183538996;5000708;"Anastácio";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17763;"20/12/2015";"ABATE";15;3;593352;"Propriedade Jayna";-20.631645507601;-55.6201183538996;5000708;"Anastácio";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13742;"31/8/2015";"ABATE";15;2;552386;"Propriedade Agripina";-19.4353828648747;-54.5904890011166;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11052;"26/10/2015";"ABATE";16;2;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23903;"29/8/2015";"ABATE";3;3;557910;"Propriedade Marceline";-19.8762071386839;-53.9638518492157;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11918;"28/2/2015";"ABATE";4;13;557910;"Propriedade Marceline";-19.8762071386839;-53.9638518492157;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29848;"15/8/2015";"ABATE";8;12;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14132;"13/7/2015";"ABATE";6;13;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23342;"11/4/2015";"ABATE";16;1;552386;"Propriedade Agripina";-19.4353828648747;-54.5904890011166;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10308;"22/6/2015";"ABATE";4;16;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24140;"5/11/2015";"ABATE";4;9;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18468;"6/6/2015";"ABATE";10;8;573890;"Propriedade Delores";-19.4175684125126;-55.1007432588571;5007695;"São Gabriel do Oeste";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22027;"17/9/2015";"ABATE";11;9;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22689;"9/11/2015";"ABATE";4;16;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11088;"2/4/2015";"ABATE";7;10;500688;"Propriedade Kayleigh";-20.4288305426618;-55.1548347640488;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10159;"13/6/2015";"ABATE";3;16;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11916;"24/9/2015";"ABATE";4;8;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21758;"12/11/2015";"ABATE";7;11;586383;"Propriedade Leda";-20.2203943826412;-54.9930771873419;5003488;"Dois Irmãos do Buriti";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24565;"1/6/2015";"ABATE";17;2;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18843;"14/2/2015";"ABATE";14;4;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19365;"9/4/2015";"ABATE";8;3;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17386;"19/3/2015";"ABATE";13;5;593352;"Propriedade Jayna";-20.631645507601;-55.6201183538996;5000708;"Anastácio";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18289;"28/9/2015";"ABATE";13;5;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13060;"27/4/2015";"ABATE";4;14;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24285;"16/11/2015";"ABATE";14;5;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28224;"21/11/2015";"ABATE";12;6;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19623;"30/3/2015";"ABATE";5;13;545065;"Propriedade Dave";-21.3169351813692;-55.1084561431659;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10551;"3/7/2015";"ABATE";18;2;527090;"Propriedade Michell";-20.0808416110942;-54.8618228011563;5004908;"Jaraguari";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10531;"6/8/2015";"ABATE";2;16;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
25743;"21/11/2015";"ABATE";6;12;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21407;"12/6/2015";"ABATE";17;2;577678;"Propriedade Jesenia";-21.176082913422;-55.6216542821819;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14867;"4/9/2015";"ABATE";7;10;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27165;"11/4/2015";"ABATE";2;18;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11664;"19/9/2015";"ABATE";7;11;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20259;"28/2/2015";"ABATE";4;8;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
25357;"5/6/2015";"ABATE";10;7;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20973;"19/6/2015";"ABATE";6;7;529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11116;"16/4/2015";"ABATE";15;0;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10320;"15/8/2015";"ABATE";5;15;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27689;"18/6/2015";"ABATE";2;0;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20535;"14/9/2015";"ABATE";9;8;544897;"Propriedade Saul";-20.5543857213754;-54.9965531238344;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16869;"10/8/2015";"ABATE";29;29;522604;"Propriedade Bernita";-21.0529376774371;-55.7801892900494;5003488;"Dois Irmãos do Buriti";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23462;"13/6/2015";"ABATE";14;3;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21208;"30/1/2015";"ABATE";6;13;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28810;"13/4/2015";"ABATE";1;16;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14344;"16/2/2015";"ABATE";17;1;585418;"Propriedade Natacha";-21.3242587457612;-55.6418344106536;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19184;"16/5/2015";"ABATE";12;6;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16691;"28/3/2015";"ABATE";1;16;503904;"Propriedade Parker";-19.5098321463749;-54.7700349703745;5007307;"Rio Negro";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10516;"26/2/2015";"ABATE";6;11;580760;"Propriedade Billye";-20.1836248038861;-54.5448869775323;5007505;"Rochedo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11067;"7/12/2015";"ABATE";6;12;574092;"Propriedade Ian";-20.2040235986924;-54.8978896232314;5004908;"Jaraguari";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21795;"3/4/2015";"ABATE";19;2;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22458;"11/1/2015";"ABATE";1;17;585418;"Propriedade Natacha";-21.3242587457612;-55.6418344106536;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28426;"24/10/2015";"ABATE";2;18;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
